-20.00475910045696,-10.02814666964992,0
-19.38789442256896,-5.95056377462784,0
-19.9535657746432,-8.930646294528,0
-18.43859793379328,-7.26479021277184,0
-18.99972333142016,-8.13536666189824,0
-16.38964486209536,-5.66484845723648,0
-16.41094521552896,-3.63005736910848,0
-19.3755973943296,-5.8423198613504,0
-20.0564503740416,-2.89932002197504,0
-18.8362770087936,-5.73234319720448,0
-17.40773867388928,-5.41653223866368,0
-18.7334460964864,-8.17025387593728,0
-19.76694139256832,-6.36595958972416,0
-15.94705116659712,-4.77925270880256,0
-18.13288618819584,-7.10973920903168,0
-19.47992080777216,-6.94910743216128,0
-21.54620273033216,-6.36717426016256,0
-18.7758790311936,-4.8656493314048,0
-19.8891748196352,-6.2202400735232,0
-17.96767221809152,-5.32893503848448,0
-18.9295516188672,-7.18785996652544,0
-20.46544937222144,-6.89470160502784,0
-16.96481748713472,-9.62269571710976,0
-19.11427950444544,-5.91159768383488,0
-20.6269629595648,-8.07892676509696,0
-20.50584756617216,-6.9995417567232,0
-20.81136335388672,-10.74518541991936,0
-17.16982030270464,-4.07852711673856,0
-18.00324528472064,-4.56376782422016,0
-18.41339989753856,-5.33339308032,0
-20.26044924100608,-6.93861227692032,0
-18.34179339747328,-6.02407952187392,0
-17.36379042103296,-4.89615098118144,0
-17.82037363032064,-6.73487848996864,0
-17.6324782063616,-7.0968428986368,0
-17.37058452242432,-4.81176460460032,0
-16.84389939380224,-8.37910135832576,0
-16.95717244534784,-4.76665503285248,0
-18.79414874832896,-8.38030931787776,0
-17.13506462203904,-6.7260127379456,0
-21.58893094404096,-6.66553959841792,0
-18.03080823734272,-8.03378129010688,0
-18.72095579471872,-4.67623590494208,0
-20.425857826816,-5.27298973401088,0
-19.07198749835264,-5.55899764604928,0
-20.15997653417984,-6.23066946207744,0
-17.9115302846464,-4.48940616974336,0
-18.35471856467968,-7.90794613030912,0
-19.33543676575744,-6.04789914206208,0
-16.87812357226496,-7.58609201856512,0
-17.16745404416,-9.48548963139584,0
-17.15471275524096,-2.80466179489792,0
-19.38543689596928,-4.4768608387072,0
-20.55117557727232,-3.92275737706496,0
-19.77471125684224,-6.2129319182336,0
-22.7268462903296,-7.74403876978688,0
-21.11635837681664,-5.76130805399552,0
-20.079945187328,-7.55760162144256,0
-18.61626865123328,-6.0394890592256,0
-20.84834302230528,-7.37250195275776,0
-19.77810025447424,-8.255665340416,0
-18.58517711454208,-6.92985658343424,0
-17.70470345015296,-6.93483136352256,0
-18.69430686482432,-6.00046793916416,0
-18.93931058987008,-5.30970667122688,0
-17.70397196353536,-8.81165690994688,0
-18.97632783925248,-6.84327339819008,0
-19.37727108939776,-5.95200527302656,0
-19.0264098422784,-6.38966176940032,0
-19.61906566856704,-6.44040613691392,0
-17.69975618469888,-5.34403621060608,0
-17.89701732171776,-3.79860094550016,0
-18.41159332691968,-6.11786147495936,0
-16.90293506146304,-9.23678149705728,0
-17.94337209843712,-6.2848055115776,0
-21.76381127491584,-6.50867866861568,0
-18.034903220224,-7.06433469382656,0
-18.62839924948992,-7.15567992406016,0
-18.90227320782848,-3.62073359908864,0
-18.86745041829888,-5.12776715894784,0
-18.28860559622144,-4.06473087647744,0
-18.890675453952,-6.3740569452544,0
-20.24705833828352,-6.32227775905792,0
-20.44076002115584,-6.57957515689984,0
-19.10496882065408,-4.97299734134784,0
-19.07284246528,-7.5509014724608,0
-19.77871228731392,-6.13819210530816,0
-16.2780334260224,-5.11807965888512,0
-17.92011485052928,-8.11942696452096,0
-21.69558169288704,-4.04529480728576,0
-18.58064189751296,-5.83222266167296,0
-17.24069934268416,-6.9205391887564796,0
-17.15669246672896,-9.18137306349568,0
-18.45314713550848,-9.95556709105664,0
-21.22660213424128,-8.94385399005184,0
-18.96614474022912,-6.79744743931904,0
-19.34558496817152,-3.54668299419648,0
-20.56520132984832,-5.49855067897856,0
-18.38228822818816,-4.949010284544,0
-19.03339721719808,-3.3011789725696,0
-18.61257766371328,-3.70161655742464,0
-23.39387618623488,-6.84343177510912,0
-19.37608326250496,-5.09451035475968,0
-18.53750029320192,-7.12961618345984,0
-16.67172355014656,-4.52463865888768,0
-17.88413241982976,-4.25251489972224,0
